S.No,timestamp,No_of_availability
3571,2016-07-08 15:15:03,0882
3572,2016-07-08 15:30:03,0848
3573,2016-07-08 15:45:03,0856
3574,2016-07-08 16:00:03,0914
3575,2016-07-08 16:15:03,0928
3576,2016-07-08 16:30:03,0992
3577,2016-07-08 16:45:03,1087
3578,2016-07-08 17:00:06,1192
3579,2016-07-08 17:15:03,1281
3580,2016-07-08 17:30:08,1377
3581,2016-07-08 17:45:02,1471
3582,2016-07-08 18:00:03,1553
3583,2016-07-08 18:15:02,1624
3584,2016-07-08 18:30:03,1648
3585,2016-07-08 18:45:03,1708
3586,2016-07-08 19:00:03,1764
3587,2016-07-08 19:15:02,1824
3588,2016-07-08 19:30:02,1889
3589,2016-07-08 19:45:03,1941
3590,2016-07-08 20:00:02,1989
3591,2016-07-08 20:15:03,2054
3592,2016-07-08 20:30:03,2128
3593,2016-07-08 20:45:03,2224
3594,2016-07-08 21:00:02,2314
3595,2016-07-08 21:15:02,2429
3596,2016-07-08 21:30:02,2597
3597,2016-07-08 21:45:02,2808
3598,2016-07-08 22:00:02,3064
3599,2016-07-08 22:15:02,3343
3600,2016-07-08 22:30:02,3582
3601,2016-07-08 22:45:02,3708
3602,2016-07-08 23:00:02,3778
3603,2016-07-08 23:15:02,3811
3604,2016-07-08 23:30:02,3849
3605,2016-07-08 23:45:03,3902
3606,2016-07-09 00:00:03,3955
3607,2016-07-09 00:15:03,3965
3608,2016-07-09 00:30:02,3971
3609,2016-07-09 00:45:03,3974
3610,2016-07-09 01:00:03,3982
3611,2016-07-09 01:15:02,4002
3612,2016-07-09 01:30:02,4015
3613,2016-07-09 01:45:02,4015
3614,2016-07-09 02:00:02,4015
3615,2016-07-09 02:15:02,4015
3616,2016-07-09 02:30:02,4016
3617,2016-07-09 02:45:02,4014
3618,2016-07-09 03:00:02,4014
3619,2016-07-09 03:15:02,4015
3620,2016-07-09 03:30:02,4015
3621,2016-07-09 03:45:02,4016
3622,2016-07-09 04:00:03,4016
3623,2016-07-09 04:15:02,4016
3624,2016-07-09 04:30:03,4016
3625,2016-07-09 04:45:02,4016
3626,2016-07-09 05:00:02,4016
3627,2016-07-09 05:15:02,4016
3628,2016-07-09 05:30:02,4015
3629,2016-07-09 05:45:02,4015
3630,2016-07-09 06:00:02,4014
3631,2016-07-09 06:15:03,4014
3632,2016-07-09 06:30:03,4014
3633,2016-07-09 06:45:03,4015
3634,2016-07-09 07:00:02,4010
3635,2016-07-09 07:15:02,4010
3636,2016-07-09 07:30:02,4005
3637,2016-07-09 07:45:02,4004
3638,2016-07-09 08:00:02,3997
3639,2016-07-09 08:15:02,3989
3640,2016-07-09 08:30:02,3975
3641,2016-07-09 08:45:02,3956
3642,2016-07-09 09:00:03,3939
3643,2016-07-09 09:15:03,3911
3644,2016-07-09 09:30:02,3861
3645,2016-07-09 09:45:02,3782
3646,2016-07-09 10:00:02,3666
3647,2016-07-09 10:15:02,3530
3648,2016-07-09 10:30:02,3367
3649,2016-07-09 10:45:02,3159
3650,2016-07-09 11:00:02,2978
3651,2016-07-09 11:15:03,2822
3652,2016-07-09 11:30:02,2666
3653,2016-07-09 11:45:03,2493
3654,2016-07-09 12:00:02,2357
3655,2016-07-09 12:15:02,2220
3656,2016-07-09 12:30:02,2063
3657,2016-07-09 12:45:02,1934
3658,2016-07-09 13:00:02,1813
3659,2016-07-09 13:15:02,1692
3660,2016-07-09 13:30:02,1620
3661,2016-07-09 13:45:02,1524
3662,2016-07-09 14:00:03,1482
3663,2016-07-09 14:15:02,1427
3664,2016-07-09 14:30:02,1364
3665,2016-07-09 14:45:02,1338
3666,2016-07-09 15:00:03,1287
3667,2016-07-09 15:15:03,1245
3668,2016-07-09 15:30:02,1286
3669,2016-07-09 15:45:02,1310
3670,2016-07-09 16:00:02,1282
3671,2016-07-09 16:15:02,1306
3672,2016-07-09 16:30:02,1299
3673,2016-07-09 16:45:02,1330
3674,2016-07-09 17:00:03,1375
3675,2016-07-09 17:15:03,1400
3676,2016-07-09 17:30:02,1445
3677,2016-07-09 17:45:02,1517
3678,2016-07-09 18:00:03,1563
3679,2016-07-09 18:15:03,1574
3680,2016-07-09 18:30:02,1614
3681,2016-07-09 18:45:02,1643
3682,2016-07-09 19:00:02,1650
3683,2016-07-09 19:15:02,1648
3684,2016-07-09 19:30:02,1694
3685,2016-07-09 19:45:02,1721
3686,2016-07-09 20:00:02,1799
3687,2016-07-09 20:15:02,1846
3688,2016-07-09 20:30:02,1897
3689,2016-07-09 20:45:02,1961
3690,2016-07-09 21:00:03,2070
3691,2016-07-09 21:15:03,2190
3692,2016-07-09 21:30:02,2380
3693,2016-07-09 21:45:02,2613
3694,2016-07-09 22:00:02,2988
3695,2016-07-09 22:15:02,3338
3696,2016-07-09 22:30:02,3603
3697,2016-07-09 22:45:02,3705
3698,2016-07-09 23:00:02,3759
3699,2016-07-09 23:15:03,3784
3700,2016-07-09 23:30:02,3811
3701,2016-07-09 23:45:02,3857
3702,2016-07-10 00:00:02,3907
3703,2016-07-10 00:15:02,3918
3704,2016-07-10 00:30:02,3926
3705,2016-07-10 00:45:02,3928
3706,2016-07-10 01:00:03,3939
3707,2016-07-10 01:15:02,3953
3708,2016-07-10 01:30:02,3970
3709,2016-07-10 01:45:02,3973
3710,2016-07-10 02:00:02,3980
3711,2016-07-10 02:15:02,3994
3712,2016-07-10 02:30:03,4002
3713,2016-07-10 02:45:03,4002
3714,2016-07-10 03:00:02,4003
3715,2016-07-10 03:15:03,4003
3716,2016-07-10 03:30:02,4003
3717,2016-07-10 03:45:02,4003
3718,2016-07-10 04:00:03,4003
3719,2016-07-10 04:15:02,4003
3720,2016-07-10 04:30:02,4003
3721,2016-07-10 04:45:02,4003
3722,2016-07-10 05:00:03,4003
3723,2016-07-10 05:15:02,4003
3724,2016-07-10 05:30:03,4003
3725,2016-07-10 05:45:03,4003
3726,2016-07-10 06:00:02,4002
3727,2016-07-10 06:15:02,4001
3728,2016-07-10 06:30:03,3997
3729,2016-07-10 06:45:03,3995
3730,2016-07-10 07:00:02,3992
3731,2016-07-10 07:15:02,3989
3732,2016-07-10 07:30:02,3983
3733,2016-07-10 07:45:02,3981
3734,2016-07-10 08:00:03,3973
3735,2016-07-10 08:15:03,3960
3736,2016-07-10 08:30:03,3950
3737,2016-07-10 08:45:03,3931
3738,2016-07-10 09:00:02,3906
3739,2016-07-10 09:15:02,3862
3740,2016-07-10 09:30:02,3797
3741,2016-07-10 09:45:02,3696
3742,2016-07-10 10:00:03,3532
3743,2016-07-10 10:15:03,3348
3744,2016-07-10 10:30:02,3169
3745,2016-07-10 10:45:02,2967
3746,2016-07-10 11:00:03,2773
3747,2016-07-10 11:15:03,2571
3748,2016-07-10 11:30:02,2361
3749,2016-07-10 11:45:03,2184
3750,2016-07-10 12:00:02,2015
3751,2016-07-10 12:15:02,1876
3752,2016-07-10 12:30:02,1730
3753,2016-07-10 12:45:02,1579
3754,2016-07-10 13:00:03,1451
3755,2016-07-10 13:15:03,1333
3756,2016-07-10 13:30:02,1229
3757,2016-07-10 13:45:02,1193
3758,2016-07-10 14:00:03,1107
3759,2016-07-10 14:15:03,1059
3760,2016-07-10 14:30:02,1009
3761,2016-07-10 14:45:02,0921
3762,2016-07-10 15:00:02,0862
3763,2016-07-10 15:15:03,0785
3764,2016-07-10 15:30:03,0813
3765,2016-07-10 15:45:03,0895
3766,2016-07-10 16:00:03,0893
3767,2016-07-10 16:15:02,0946
3768,2016-07-10 16:30:02,0993
3769,2016-07-10 16:45:02,1045
3770,2016-07-10 17:00:02,1116
3771,2016-07-10 17:15:02,1201
3772,2016-07-10 17:30:03,1289
3773,2016-07-10 17:45:03,1392
3774,2016-07-10 18:00:02,1483
3775,2016-07-10 18:15:02,1590
3776,2016-07-10 18:30:02,1646
3777,2016-07-10 18:45:02,1742
3778,2016-07-10 19:00:02,1854
3779,2016-07-10 19:15:02,1964
3780,2016-07-10 19:30:03,2039
3781,2016-07-10 19:45:03,2143
3782,2016-07-10 20:00:02,2213
3783,2016-07-10 20:15:02,2326
3784,2016-07-10 20:30:02,2408
3785,2016-07-10 20:45:02,2502
3786,2016-07-10 21:00:03,2610
3787,2016-07-10 21:15:02,2735
3788,2016-07-10 21:30:02,2894
3789,2016-07-10 21:45:02,3095
3790,2016-07-10 22:00:02,3303
3791,2016-07-10 22:15:03,3540
3792,2016-07-10 22:30:03,3706
3793,2016-07-10 22:45:03,3771
3794,2016-07-10 23:00:03,3818
3795,2016-07-10 23:15:03,3839
3796,2016-07-10 23:30:03,3865
3797,2016-07-10 23:45:03,3896
3798,2016-07-11 00:00:03,3914
3799,2016-07-11 00:15:03,3917
3800,2016-07-11 00:30:03,3923
3801,2016-07-11 00:45:02,3928
3802,2016-07-11 01:00:03,3943
3803,2016-07-11 01:15:03,3945
3804,2016-07-11 01:30:02,3949
3805,2016-07-11 01:45:02,3950
3806,2016-07-11 02:00:03,3950
3807,2016-07-11 02:15:03,3950
3808,2016-07-11 02:30:02,3950
3809,2016-07-11 02:45:03,3950
3810,2016-07-11 03:00:02,3950
3811,2016-07-11 03:15:02,3950
3812,2016-07-11 03:30:02,3950
3813,2016-07-11 03:45:02,3950
3814,2016-07-11 04:00:03,3950
3815,2016-07-11 04:15:03,3950
3816,2016-07-11 04:30:02,3950
3817,2016-07-11 04:45:02,3950
3818,2016-07-11 05:00:02,3949
3819,2016-07-11 05:15:02,3949
3820,2016-07-11 05:30:03,3949
3821,2016-07-11 05:45:03,3949
3822,2016-07-11 06:00:03,3945
3823,2016-07-11 06:15:02,3933
3824,2016-07-11 06:30:03,3900
3825,2016-07-11 06:45:03,3849
3826,2016-07-11 07:00:02,3761
3827,2016-07-11 07:15:02,3625
3828,2016-07-11 07:30:02,3451
3829,2016-07-11 07:45:02,3245
3830,2016-07-11 08:00:03,3031
3831,2016-07-11 08:15:03,2809
3832,2016-07-11 08:30:02,2581
3833,2016-07-11 08:45:02,2368
3834,2016-07-11 09:00:02,2165
3835,2016-07-11 09:15:02,1995
3836,2016-07-11 09:30:03,1859
3837,2016-07-11 09:45:03,1746
3838,2016-07-11 10:00:03,1640
3839,2016-07-11 10:15:03,1546
3840,2016-07-11 10:30:03,1460
3841,2016-07-11 10:45:03,1367
3842,2016-07-11 11:00:03,1300
3843,2016-07-11 11:15:03,1221
3844,2016-07-11 11:30:03,1151
3845,2016-07-11 11:45:04,1106
3846,2016-07-11 12:00:03,1039
3847,2016-07-11 12:15:03,0955
3848,2016-07-11 12:30:03,0901
3849,2016-07-11 12:45:04,0842
3850,2016-07-11 13:00:03,0817
3851,2016-07-11 13:15:04,0743
3852,2016-07-11 13:30:03,0690
3853,2016-07-11 13:45:03,0660
3854,2016-07-11 14:00:04,0645
3855,2016-07-11 14:15:03,0659
3856,2016-07-11 14:30:03,0664
3857,2016-07-11 14:45:03,0638
3858,2016-07-11 15:00:03,0611
3859,2016-07-11 15:15:03,0630
3860,2016-07-11 15:30:03,0633
3861,2016-07-11 15:45:05,0667
3862,2016-07-11 16:00:03,0693
3863,2016-07-11 16:15:03,0767
3864,2016-07-11 16:30:03,0827
3865,2016-07-11 16:45:03,0933
3866,2016-07-11 17:00:03,1026
3867,2016-07-11 17:15:02,1153
3868,2016-07-11 17:30:02,1342
3869,2016-07-11 17:45:03,1514
3870,2016-07-11 18:00:04,1706
3871,2016-07-11 18:15:02,1879
3872,2016-07-11 18:30:02,2078
3873,2016-07-11 18:45:03,2219
3874,2016-07-11 19:00:03,2327
3875,2016-07-11 19:30:03,2585
3876,2016-07-11 19:45:03,2665
3877,2016-07-11 20:00:03,2755
3878,2016-07-11 20:15:03,2817
3879,2016-07-11 20:30:03,2862
3880,2016-07-11 20:45:03,2932
3881,2016-07-11 21:00:03,3014
3882,2016-07-11 21:15:02,3101
3883,2016-07-11 21:30:02,3223
3884,2016-07-11 21:45:02,3352
3885,2016-07-11 22:00:03,3496
3886,2016-07-11 22:15:04,3660
3887,2016-07-11 22:30:03,3705
3888,2016-07-11 22:45:03,3714
3889,2016-07-11 23:00:04,3715
3890,2016-07-11 23:15:03,3717
3891,2016-07-11 23:30:03,3722
3892,2016-07-11 23:45:03,3721
3893,2016-07-12 00:00:04,3723
3894,2016-07-12 00:15:02,3723
3895,2016-07-12 00:30:03,3724
3896,2016-07-12 00:45:03,3727
3897,2016-07-12 01:00:03,3728
3898,2016-07-12 01:15:03,3728
3899,2016-07-12 01:30:03,3728
3900,2016-07-12 01:45:04,3728
3901,2016-07-12 02:00:03,3726
3902,2016-07-12 02:15:03,3728
3903,2016-07-12 02:30:03,3729
3904,2016-07-12 02:45:03,3729
3905,2016-07-12 03:00:03,3729
3906,2016-07-12 03:15:02,3729
3907,2016-07-12 03:30:03,3729
3908,2016-07-12 03:45:02,3729
3909,2016-07-12 04:00:02,3729
3910,2016-07-12 04:15:03,3730
3911,2016-07-12 04:30:03,3729
3912,2016-07-12 04:45:02,3729
3913,2016-07-12 05:00:02,3729
3914,2016-07-12 05:15:02,3729
3915,2016-07-12 05:30:03,3730
3916,2016-07-12 05:45:02,3729
3917,2016-07-12 06:00:03,3724
3918,2016-07-12 06:15:03,3711
3919,2016-07-12 06:30:03,3679
3920,2016-07-12 06:45:02,3606
3921,2016-07-12 07:00:03,3496
3922,2016-07-12 07:15:06,3350
3923,2016-07-12 07:30:03,3113
3924,2016-07-12 07:45:03,2854
3925,2016-07-12 08:00:03,2615
3926,2016-07-12 08:15:02,2321
3927,2016-07-12 08:30:03,2051
3928,2016-07-12 08:45:03,1755
3929,2016-07-12 09:00:03,1444
3930,2016-07-12 09:15:03,1221
3931,2016-07-12 09:30:02,1027
3932,2016-07-12 09:45:03,0874
3933,2016-07-12 10:00:03,0738
3934,2016-07-12 10:15:03,0608
3935,2016-07-12 10:30:02,0518
3936,2016-07-12 10:45:03,0415
3937,2016-07-12 11:00:03,0319
3938,2016-07-12 11:15:02,0244
3939,2016-07-12 11:30:03,0184
3940,2016-07-12 11:45:03,0132
3941,2016-07-12 12:00:03,0058
3942,2016-07-12 12:15:03,0000
3943,2016-07-12 12:30:04,0000
3944,2016-07-12 12:45:03,0000
3945,2016-07-12 13:00:04,0000
3946,2016-07-12 13:15:04,0000
3947,2016-07-12 13:30:04,0000
3948,2016-07-12 13:45:03,0000
3949,2016-07-12 14:00:03,0000
3950,2016-07-12 14:15:03,0000
3951,2016-07-12 14:30:06,0000
3952,2016-07-12 14:45:03,0000
3953,2016-07-12 15:00:05,0000
3954,2016-07-12 15:15:04,0000
3955,2016-07-12 15:30:03,0000
3956,2016-07-12 15:45:04,0000
3957,2016-07-12 16:00:05,0000
3958,2016-07-12 16:15:04,0000
3959,2016-07-12 16:30:04,0039
3960,2016-07-12 16:45:05,0152
3961,2016-07-12 17:00:03,0231
3962,2016-07-12 17:15:03,0389
3963,2016-07-12 17:30:04,0584
3964,2016-07-12 17:45:04,0808
3965,2016-07-12 18:00:03,0982
3966,2016-07-12 18:15:03,1155
3967,2016-07-12 18:30:03,1373
3968,2016-07-12 18:45:03,1585
3969,2016-07-12 19:00:03,1778
3970,2016-07-12 19:15:03,1885
3971,2016-07-12 19:30:03,1986
3972,2016-07-12 19:45:03,2102
3973,2016-07-12 20:00:03,2186
3974,2016-07-12 20:15:03,2289
3975,2016-07-12 20:30:03,2386
3976,2016-07-12 20:45:03,2491
3977,2016-07-12 21:00:03,2596
3978,2016-07-12 21:15:02,2737
3979,2016-07-12 21:30:02,2866
3980,2016-07-12 21:45:03,3011
3981,2016-07-12 22:00:03,3184
3982,2016-07-12 22:15:03,3361
3983,2016-07-12 22:30:03,3408
3984,2016-07-12 22:45:03,3415
3985,2016-07-12 23:00:03,3420
3986,2016-07-12 23:15:03,3422
3987,2016-07-12 23:30:03,3427
3988,2016-07-12 23:45:04,3427
3989,2016-07-13 00:00:03,3430
3990,2016-07-13 00:15:02,3433
3991,2016-07-13 00:30:03,3437
3992,2016-07-13 00:45:02,3439
3993,2016-07-13 01:00:03,3441
3994,2016-07-13 01:15:03,3441
3995,2016-07-13 01:30:02,3442
3996,2016-07-13 01:45:03,3438
3997,2016-07-13 02:00:03,3439
3998,2016-07-13 02:15:03,3446
3999,2016-07-13 02:30:03,3446
4000,2016-07-13 02:45:03,3445
4001,2016-07-13 03:00:03,3448
4002,2016-07-13 03:15:03,3449
4003,2016-07-13 03:30:02,3449
4004,2016-07-13 03:45:02,3449
4005,2016-07-13 04:00:02,3448
4006,2016-07-13 04:15:02,3448
4007,2016-07-13 04:30:02,3448
4008,2016-07-13 04:45:02,3449
4009,2016-07-13 05:00:03,3449
4010,2016-07-13 05:15:02,3450
4011,2016-07-13 05:30:02,3448
4012,2016-07-13 05:45:03,3448
4013,2016-07-13 06:00:03,3445
4014,2016-07-13 06:15:02,3435
4015,2016-07-13 06:30:03,3404
4016,2016-07-13 06:45:03,3339
4017,2016-07-13 07:00:02,3246
4018,2016-07-13 07:15:02,3111
4019,2016-07-13 07:30:02,2913
4020,2016-07-13 07:45:03,2646
4021,2016-07-13 08:00:02,2361
4022,2016-07-13 08:15:02,2088
4023,2016-07-13 08:30:02,1781
4024,2016-07-13 08:45:02,1448
4025,2016-07-13 09:00:03,1149
4026,2016-07-13 09:15:03,0861
4027,2016-07-13 09:30:03,0648
4028,2016-07-13 09:45:03,0485
4029,2016-07-13 10:00:03,0345
4030,2016-07-13 10:15:03,0211
4031,2016-07-13 10:30:03,0089
4032,2016-07-13 10:45:03,0000
4033,2016-07-13 11:00:02,0000
4034,2016-07-13 11:15:03,0000
4035,2016-07-13 11:30:03,0000
4036,2016-07-13 11:45:03,0000
4037,2016-07-13 12:00:03,0000
4038,2016-07-13 12:15:03,0000
4039,2016-07-13 12:30:03,0000
4040,2016-07-13 12:45:03,0000
4041,2016-07-13 13:00:03,0000
4042,2016-07-13 13:15:03,0000
4043,2016-07-13 13:30:03,0000
4044,2016-07-13 13:45:04,0000
4045,2016-07-13 14:00:03,0000
4046,2016-07-13 14:15:03,0000
4047,2016-07-13 14:30:02,0000
4048,2016-07-13 14:45:03,0000
4049,2016-07-13 15:00:03,0000
4050,2016-07-13 15:15:03,0000
4051,2016-07-13 15:30:03,0000
4052,2016-07-13 15:45:03,0000
4053,2016-07-13 16:00:03,0000
4054,2016-07-13 16:15:03,0000
4055,2016-07-13 16:30:03,0000
4056,2016-07-13 16:45:04,0000
4057,2016-07-13 17:00:03,0000
4058,2016-07-13 17:15:03,0000
4059,2016-07-13 17:30:06,0051
4060,2016-07-13 17:45:04,0299
4061,2016-07-13 18:00:04,0499
4062,2016-07-13 18:15:03,0618
4063,2016-07-13 18:30:03,0733
4064,2016-07-13 18:45:03,0868
4065,2016-07-13 19:00:03,0976
4066,2016-07-13 19:15:03,1064
4067,2016-07-13 19:30:03,1212
4068,2016-07-13 19:45:03,1338
4069,2016-07-13 20:00:03,1505
4070,2016-07-13 20:15:02,1678
4071,2016-07-13 20:30:02,1797
4072,2016-07-13 20:45:02,1933
4073,2016-07-13 21:00:03,2073
4074,2016-07-13 21:15:03,2230
4075,2016-07-13 21:30:02,2391
4076,2016-07-13 21:45:03,2571
4077,2016-07-13 22:00:02,2742
4078,2016-07-13 22:15:02,3011
4079,2016-07-13 22:30:02,3084
4080,2016-07-13 22:45:03,3113
4081,2016-07-13 23:00:03,3124
4082,2016-07-13 23:15:03,3130
4083,2016-07-13 23:30:02,3140
4084,2016-07-13 23:45:03,3149
4085,2016-07-14 00:00:03,3151
4086,2016-07-14 00:15:03,3153
4087,2016-07-14 00:30:03,3158
4088,2016-07-14 00:45:03,3161
4089,2016-07-14 01:00:03,3159
4090,2016-07-14 01:15:03,3160
4091,2016-07-14 01:30:03,3160
4092,2016-07-14 01:45:03,3160
4093,2016-07-14 02:00:03,3160
4094,2016-07-14 02:15:03,3157
4095,2016-07-14 02:30:02,3158
4096,2016-07-14 02:45:02,3159
4097,2016-07-14 03:00:02,3160
4098,2016-07-14 03:15:02,3160
4099,2016-07-14 03:30:02,3159
4100,2016-07-14 03:45:02,3159
4101,2016-07-14 04:00:02,3160
4102,2016-07-14 04:15:02,3160
4103,2016-07-14 04:30:03,3160
4104,2016-07-14 04:45:03,3160
4105,2016-07-14 05:00:02,3159
4106,2016-07-14 05:15:02,3159
4107,2016-07-14 05:30:02,3159
4108,2016-07-14 05:45:03,3158
4109,2016-07-14 06:00:02,3153
4110,2016-07-14 06:15:03,3143
4111,2016-07-14 06:30:02,3108
4112,2016-07-14 06:45:02,3042
4113,2016-07-14 07:00:02,2949
4114,2016-07-14 07:15:02,2794
4115,2016-07-14 07:30:03,2609
4116,2016-07-14 07:45:03,2364
4117,2016-07-14 08:00:02,2125
4118,2016-07-14 08:15:03,1855
4119,2016-07-14 08:30:02,1555
4120,2016-07-14 08:45:02,1267
4121,2016-07-14 09:00:02,0965
4122,2016-07-14 09:15:04,0642
4123,2016-07-14 09:30:03,0386
4124,2016-07-14 09:45:05,0164
4125,2016-07-14 10:00:05,0027
4126,2016-07-14 10:15:06,0000
4127,2016-07-14 10:30:05,0000
4128,2016-07-14 10:45:03,0000
4129,2016-07-14 11:00:04,0000
4130,2016-07-14 11:15:05,0000
4131,2016-07-14 11:30:05,0000
4132,2016-07-14 11:45:05,0000
4133,2016-07-14 12:00:05,0000
4134,2016-07-14 12:15:04,0000
4135,2016-07-14 12:30:04,0000
4136,2016-07-14 12:45:04,0000
4137,2016-07-14 13:00:03,0000
4138,2016-07-14 13:15:05,0000
4139,2016-07-14 13:30:16,0000
4140,2016-07-14 13:45:06,0000
4141,2016-07-14 14:00:05,0000
4142,2016-07-14 14:30:05,0000
4143,2016-07-14 14:45:05,0000
4144,2016-07-14 15:00:04,0000
4145,2016-07-14 15:15:04,0000
4146,2016-07-14 15:30:03,0000
4147,2016-07-14 15:45:05,0000
4148,2016-07-14 16:00:05,0000
4149,2016-07-14 16:15:05,0000
4150,2016-07-14 16:30:04,0000
4151,2016-07-14 16:45:03,0000
4152,2016-07-14 17:00:03,0000
4153,2016-07-14 17:15:03,0000
4154,2016-07-14 17:30:03,0000
4155,2016-07-14 17:45:03,0000
4156,2016-07-14 18:00:02,0000
4157,2016-07-14 18:15:03,0130
4158,2016-07-14 18:30:03,0324
4159,2016-07-14 18:45:02,0516
4160,2016-07-14 19:00:02,0671
4161,2016-07-14 19:15:02,0799
4162,2016-07-14 19:30:02,0895
4163,2016-07-14 19:45:03,1016
4164,2016-07-14 20:00:02,1123
4165,2016-07-14 20:15:02,1247
4166,2016-07-14 20:30:02,1353
4167,2016-07-14 20:45:02,1490
4168,2016-07-14 21:00:02,1658
4169,2016-07-14 21:15:02,1807
4170,2016-07-14 21:30:02,1971
4171,2016-07-14 21:45:02,2131
4172,2016-07-14 22:00:03,2297
4173,2016-07-14 22:15:03,2496
4174,2016-07-14 22:30:03,2656
4175,2016-07-14 22:45:02,2767
4176,2016-07-14 23:00:02,2815
4177,2016-07-14 23:15:03,2823
4178,2016-07-14 23:30:03,2832
4179,2016-07-14 23:45:03,2851
4180,2016-07-15 00:00:03,2859
4181,2016-07-15 00:15:03,2863
4182,2016-07-15 00:30:03,2864
4183,2016-07-15 00:45:03,2866
4184,2016-07-15 01:00:03,2869
4185,2016-07-15 01:15:03,2868
4186,2016-07-15 01:30:03,2869
4187,2016-07-15 01:45:03,2870
4188,2016-07-15 02:00:03,2869
4189,2016-07-15 02:15:03,2868
4190,2016-07-15 02:30:02,2869
4191,2016-07-15 02:45:03,2869
4192,2016-07-15 03:00:02,2868
4193,2016-07-15 03:15:02,2868
4194,2016-07-15 03:30:02,2868
4195,2016-07-15 03:45:02,2868
4196,2016-07-15 04:00:02,2869
4197,2016-07-15 04:15:02,2868
4198,2016-07-15 04:30:02,2867
4199,2016-07-15 04:45:02,2867
4200,2016-07-15 05:00:02,2867
4201,2016-07-15 05:15:03,2867
4202,2016-07-15 05:30:02,2867
4203,2016-07-15 05:45:02,2867
4204,2016-07-15 06:00:02,2864
4205,2016-07-15 06:15:03,2853
4206,2016-07-15 06:30:03,2827
4207,2016-07-15 06:45:02,2773
4208,2016-07-15 07:00:02,2682
4209,2016-07-15 07:15:02,2522
4210,2016-07-15 07:30:02,2309
4211,2016-07-15 07:45:02,2075
4212,2016-07-15 08:00:03,1777
4213,2016-07-15 08:15:02,1503
4214,2016-07-15 08:30:02,1190
4215,2016-07-15 08:45:02,0845
4216,2016-07-15 09:00:02,0549
4217,2016-07-15 09:15:03,0263
4218,2016-07-15 09:30:03,0027
4219,2016-07-15 09:45:03,0000
4220,2016-07-15 10:00:04,0000
4221,2016-07-15 10:15:03,0000
4222,2016-07-15 10:30:03,0000
4223,2016-07-15 10:45:04,3530
4224,2016-07-15 11:00:03,3409
4225,2016-07-15 11:15:03,3318
4226,2016-07-15 11:30:03,3262
4227,2016-07-15 11:45:03,3209
4228,2016-07-15 12:00:02,3178
4229,2016-07-15 12:15:04,3168
4230,2016-07-15 12:30:03,3159
4231,2016-07-15 12:45:02,3190
4232,2016-07-15 13:00:03,3202
4233,2016-07-15 13:15:05,3194
4234,2016-07-15 13:30:03,3207
4235,2016-07-15 13:45:03,3200
4236,2016-07-15 14:00:03,3182
4237,2016-07-15 14:15:03,3203
4238,2016-07-15 14:30:03,3115
4239,2016-07-15 14:45:03,3053
4240,2016-07-15 15:00:03,3025
4241,2016-07-15 15:15:03,2983
4242,2016-07-15 15:30:03,2942
4243,2016-07-15 15:45:04,2887
4244,2016-07-15 16:00:03,2850
4245,2016-07-15 16:15:06,2815
4246,2016-07-15 16:30:06,2841
4247,2016-07-15 16:45:03,2839
4248,2016-07-15 17:00:02,2922
4249,2016-07-15 17:15:03,3098
4250,2016-07-15 17:30:03,3234
4251,2016-07-15 17:45:03,3411
4252,2016-07-15 18:00:03,3607
4253,2016-07-15 18:15:02,3705
4254,2016-07-15 18:30:03,3775
4255,2016-07-15 18:45:03,3802
4256,2016-07-15 19:00:02,3840
4257,2016-07-15 19:15:02,3904
4258,2016-07-15 19:30:02,3967
4259,2016-07-15 19:45:03,3968
4260,2016-07-15 20:00:03,4003
4261,2016-07-15 20:15:02,4050
4262,2016-07-15 20:30:02,4108
4263,2016-07-15 20:45:02,4196
4264,2016-07-15 21:00:03,4273
4265,2016-07-15 21:15:03,4424
4266,2016-07-15 21:30:02,4523
4267,2016-07-15 21:45:03,4671
4268,2016-07-15 22:00:02,4823
4269,2016-07-15 22:15:02,5072
4270,2016-07-15 22:30:02,5215
4271,2016-07-15 22:45:03,5294
4272,2016-07-15 23:00:03,5337
4273,2016-07-15 23:15:03,5379
4274,2016-07-15 23:30:03,5437
4275,2016-07-15 23:45:03,5499
4276,2016-07-16 00:00:02,5500
4277,2016-07-16 00:15:03,5500
4278,2016-07-16 00:30:03,5499
4279,2016-07-16 00:45:03,5499
4280,2016-07-16 01:00:03,5498
4281,2016-07-16 01:15:03,5500
4282,2016-07-16 01:30:03,5500
4283,2016-07-16 01:45:02,5500
4284,2016-07-16 02:00:02,5500
4285,2016-07-16 02:15:03,5500
4286,2016-07-16 02:30:03,5500
4287,2016-07-16 02:45:03,5500
4288,2016-07-16 03:00:02,5500
4289,2016-07-16 03:15:02,5500
4290,2016-07-16 03:30:02,5498
4291,2016-07-16 03:45:02,5499
4292,2016-07-16 04:00:02,5498
4293,2016-07-16 04:15:03,5499
4294,2016-07-16 04:30:02,5497
4295,2016-07-16 04:45:02,5497
4296,2016-07-16 05:00:02,5497
4297,2016-07-16 05:15:02,5497
4298,2016-07-16 05:30:02,5497
4299,2016-07-16 05:45:02,5496
4300,2016-07-16 06:00:03,5498
4301,2016-07-16 06:15:02,5499
4302,2016-07-16 06:30:03,5496
4303,2016-07-16 06:45:03,5495
4304,2016-07-16 07:00:02,5492
4305,2016-07-16 07:15:02,5489
4306,2016-07-16 07:30:02,5485
