S.No,timestamp,No_of_availability
4307,2016-07-16 07:45:02,5471
4308,2016-07-16 08:00:03,5462
4309,2016-07-16 08:15:02,5452
4310,2016-07-16 08:30:02,5434
4311,2016-07-16 08:45:02,5412
4312,2016-07-16 09:00:03,5383
4313,2016-07-16 09:15:02,5347
4314,2016-07-16 09:30:02,5296
4315,2016-07-16 09:45:02,5239
4316,2016-07-16 10:00:03,5153
4317,2016-07-16 10:15:03,5057
4318,2016-07-16 10:30:02,4952
4319,2016-07-16 10:45:02,4826
4320,2016-07-16 11:00:02,4747
4321,2016-07-16 11:15:04,4633
4322,2016-07-16 11:30:03,4535
4323,2016-07-16 11:45:03,4440
4324,2016-07-16 12:00:03,4322
4325,2016-07-16 12:15:03,4259
4326,2016-07-16 12:30:02,4178
4327,2016-07-16 12:45:03,4106
4328,2016-07-16 13:00:02,4049
4329,2016-07-16 13:15:02,3958
4330,2016-07-16 13:30:03,3911
4331,2016-07-16 13:45:03,3850
4332,2016-07-16 14:00:02,3776
4333,2016-07-16 14:15:02,3717
4334,2016-07-16 14:30:03,3631
4335,2016-07-16 14:45:03,3554
4336,2016-07-16 15:00:02,3484
4337,2016-07-16 15:15:02,3415
4338,2016-07-16 15:30:02,3364
4339,2016-07-16 15:45:02,3345
4340,2016-07-16 16:00:03,3307
4341,2016-07-16 16:15:02,3295
4342,2016-07-16 16:30:02,3296
4343,2016-07-16 16:45:02,3319
4344,2016-07-16 17:00:03,3394
4345,2016-07-16 17:15:02,3428
4346,2016-07-16 17:30:02,3511
4347,2016-07-16 17:45:02,3568
4348,2016-07-16 18:00:03,3627
4349,2016-07-16 18:15:02,3666
4350,2016-07-16 18:30:03,3742
4351,2016-07-16 18:45:03,3802
4352,2016-07-16 19:00:03,3844
4353,2016-07-16 19:15:03,3867
4354,2016-07-16 19:30:03,3861
4355,2016-07-16 19:45:02,3871
4356,2016-07-16 20:00:02,3854
4357,2016-07-16 20:15:02,3844
4358,2016-07-16 20:30:03,3880
4359,2016-07-16 20:45:03,3943
4360,2016-07-16 21:00:03,4021
4361,2016-07-16 21:15:03,4106
4362,2016-07-16 21:30:03,4223
4363,2016-07-16 21:45:03,4361
4364,2016-07-16 22:00:02,4548
4365,2016-07-16 22:15:02,4789
4366,2016-07-16 22:30:02,4943
4367,2016-07-16 22:45:02,5003
4368,2016-07-16 23:00:03,5048
4369,2016-07-16 23:15:02,5080
4370,2016-07-16 23:30:02,5112
4371,2016-07-16 23:45:03,5234
4372,2016-07-17 00:00:03,5310
4373,2016-07-17 00:15:02,5377
4374,2016-07-17 00:30:03,5395
4375,2016-07-17 00:45:03,5407
4376,2016-07-17 01:00:03,5419
4377,2016-07-17 01:15:03,5437
4378,2016-07-17 01:30:03,5441
4379,2016-07-17 01:45:03,5227
4380,2016-07-17 02:00:03,5226
4381,2016-07-17 02:15:03,5230
4382,2016-07-17 02:30:03,5233
4383,2016-07-17 02:45:03,5231
4384,2016-07-17 03:00:02,5232
4385,2016-07-17 03:15:02,5232
4386,2016-07-17 03:30:03,5233
4387,2016-07-17 03:45:03,5234
4388,2016-07-17 04:00:02,5235
4389,2016-07-17 04:15:02,5235
4390,2016-07-17 04:30:02,5235
4391,2016-07-17 04:45:03,5236
4392,2016-07-17 05:00:02,5237
4393,2016-07-17 05:15:02,5237
4394,2016-07-17 05:30:02,5237
4395,2016-07-17 05:45:02,5237
4396,2016-07-17 06:00:02,5238
4397,2016-07-17 06:15:03,5239
4398,2016-07-17 06:30:02,5227
4399,2016-07-17 06:45:02,5190
4400,2016-07-17 07:00:03,5132
4401,2016-07-17 07:15:02,5037
4402,2016-07-17 07:30:02,4912
4403,2016-07-17 07:45:02,4737
4404,2016-07-17 08:00:03,4528
4405,2016-07-17 08:15:03,4282
4406,2016-07-17 08:30:31,5421
4407,2016-07-17 08:45:02,5400
4408,2016-07-17 09:00:02,5375
4409,2016-07-17 09:15:03,5356
4410,2016-07-17 09:30:02,5323
4411,2016-07-17 09:45:02,5263
4412,2016-07-17 10:00:02,5160
4413,2016-07-17 10:15:02,5063
4414,2016-07-17 10:30:03,4956
4415,2016-07-17 10:45:03,4850
4416,2016-07-17 11:00:03,4731
4417,2016-07-17 11:15:02,4576
4418,2016-07-17 11:30:03,4423
4419,2016-07-17 11:45:03,4317
4420,2016-07-17 12:00:03,4201
4421,2016-07-17 12:15:02,4147
4422,2016-07-17 12:30:02,4044
4423,2016-07-17 12:45:02,3976
4424,2016-07-17 13:00:02,3905
4425,2016-07-17 13:15:02,3843
4426,2016-07-17 13:30:02,3793
4427,2016-07-17 13:45:02,3745
4428,2016-07-17 14:00:03,3693
4429,2016-07-17 14:15:03,3622
4430,2016-07-17 14:30:02,3548
4431,2016-07-17 14:45:02,3477
4432,2016-07-17 15:00:02,3379
4433,2016-07-17 15:15:03,3303
4434,2016-07-17 15:30:02,3263
4435,2016-07-17 15:45:02,3235
4436,2016-07-17 16:00:02,3235
4437,2016-07-17 16:15:02,3203
4438,2016-07-17 16:30:02,3199
4439,2016-07-17 16:45:02,3236
4440,2016-07-17 17:00:02,3264
4441,2016-07-17 17:15:02,3272
4442,2016-07-17 17:30:02,3335
4443,2016-07-17 17:45:02,3357
4444,2016-07-17 18:00:02,3403
4445,2016-07-17 18:15:02,3422
4446,2016-07-17 18:30:03,3472
4447,2016-07-17 18:45:02,3591
4448,2016-07-17 19:00:02,3679
4449,2016-07-17 19:15:03,3755
4450,2016-07-17 19:30:02,3813
4451,2016-07-17 19:45:02,3896
4452,2016-07-17 20:00:03,3946
4453,2016-07-17 20:15:02,3983
4454,2016-07-17 20:30:02,4078
4455,2016-07-17 20:45:02,4175
4456,2016-07-17 21:00:02,4301
4457,2016-07-17 21:15:02,4400
4458,2016-07-17 21:30:02,4568
4459,2016-07-17 21:45:02,4704
4460,2016-07-17 22:00:03,4881
4461,2016-07-17 22:15:02,5101
4462,2016-07-17 22:30:02,5230
4463,2016-07-17 22:45:02,5285
4464,2016-07-17 23:00:03,5314
4465,2016-07-17 23:15:03,5335
4466,2016-07-17 23:30:02,5353
4467,2016-07-17 23:45:02,5364
4468,2016-07-18 00:00:02,5384
4469,2016-07-18 00:15:02,5419
4470,2016-07-18 00:30:02,5432
4471,2016-07-18 00:45:02,5441
4472,2016-07-18 01:00:02,5443
4473,2016-07-18 01:15:02,5444
4474,2016-07-18 01:30:02,5444
4475,2016-07-18 01:45:02,5444
4476,2016-07-18 02:00:03,5445
4477,2016-07-18 02:15:02,5445
4478,2016-07-18 02:30:02,5445
4479,2016-07-18 02:45:02,5445
4480,2016-07-18 03:00:02,5445
4481,2016-07-18 03:15:02,5445
4482,2016-07-18 03:30:02,5445
4483,2016-07-18 03:45:03,5445
4484,2016-07-18 04:00:02,5445
4485,2016-07-18 04:15:02,5445
4486,2016-07-18 04:30:03,5445
4487,2016-07-18 04:45:02,5444
4488,2016-07-18 05:00:02,5444
4489,2016-07-18 05:15:02,5444
4490,2016-07-18 05:30:03,5442
4491,2016-07-18 05:45:02,5442
4492,2016-07-18 06:00:02,5439
4493,2016-07-18 06:15:02,5429
4494,2016-07-18 06:30:02,5395
4495,2016-07-18 06:45:02,5338
4496,2016-07-18 07:00:02,5248
4497,2016-07-18 07:15:02,5089
4498,2016-07-18 07:30:02,4886
4499,2016-07-18 07:45:03,4687
4500,2016-07-18 08:00:02,4432
4501,2016-07-18 08:15:02,4174
4502,2016-07-18 08:30:03,3886
4503,2016-07-18 08:45:02,3638
4504,2016-07-18 09:00:02,3287
4505,2016-07-18 09:15:02,2966
4506,2016-07-18 09:30:02,2722
4507,2016-07-18 09:45:02,2509
4508,2016-07-18 10:00:02,2320
4509,2016-07-18 10:15:02,2184
4510,2016-07-18 10:30:03,2086
4511,2016-07-18 10:45:05,1968
4512,2016-07-18 11:00:02,1858
4513,2016-07-18 11:15:06,1778
4514,2016-07-18 11:30:04,1712
4515,2016-07-18 11:45:04,1652
4516,2016-07-18 12:00:02,1578
4517,2016-07-18 12:15:03,1549
4518,2016-07-18 12:30:02,1520
4519,2016-07-18 12:45:02,1472
4520,2016-07-18 13:00:02,1415
4521,2016-07-18 13:15:02,1374
4522,2016-07-18 13:30:03,1328
4523,2016-07-18 13:45:02,1303
4524,2016-07-18 14:00:02,1281
4525,2016-07-18 14:15:03,1307
4526,2016-07-18 14:30:03,1307
4527,2016-07-18 14:45:03,1324
4528,2016-07-18 15:00:03,1311
4529,2016-07-18 15:15:02,1300
4530,2016-07-18 15:30:02,1326
4531,2016-07-18 15:45:22,1356
4532,2016-07-18 16:00:03,1393
4533,2016-07-18 16:15:03,1488
4534,2016-07-18 16:30:03,1562
4535,2016-07-18 16:45:02,1644
4536,2016-07-18 17:00:02,1760
4537,2016-07-18 17:15:02,1928
4538,2016-07-18 17:30:03,2149
4539,2016-07-18 17:45:02,2339
4540,2016-07-18 18:00:02,2521
4541,2016-07-18 18:15:02,2694
4542,2016-07-18 18:30:03,2896
4543,2016-07-18 18:45:03,3125
4544,2016-07-18 19:00:02,3321
4545,2016-07-18 19:15:02,3451
4546,2016-07-18 19:30:03,3614
4547,2016-07-18 19:45:02,3741
4548,2016-07-18 20:00:02,3865
4549,2016-07-18 20:15:03,3973
4550,2016-07-18 20:30:02,4092
4551,2016-07-18 20:45:03,4224
4552,2016-07-18 21:00:02,4381
4553,2016-07-18 21:15:02,4473
4554,2016-07-18 21:30:03,4592
4555,2016-07-18 21:45:02,4731
4556,2016-07-18 22:00:02,4894
4557,2016-07-18 22:15:03,5079
4558,2016-07-18 22:30:02,5104
4559,2016-07-18 22:45:03,5114
4560,2016-07-18 23:00:02,5123
4561,2016-07-18 23:15:02,5125
4562,2016-07-18 23:30:02,5131
4563,2016-07-18 23:45:02,5137
4564,2016-07-19 00:00:02,5137
4565,2016-07-19 00:15:02,5142
4566,2016-07-19 00:30:02,5142
4567,2016-07-19 00:45:03,5139
4568,2016-07-19 01:00:03,5139
4569,2016-07-19 01:15:03,5139
4570,2016-07-19 01:30:02,5140
4571,2016-07-19 01:45:02,5141
4572,2016-07-19 02:00:02,5142
4573,2016-07-19 02:15:03,5142
4574,2016-07-19 02:30:02,5142
4575,2016-07-19 02:45:02,5141
4576,2016-07-19 03:00:03,5142
4577,2016-07-19 03:15:02,5142
4578,2016-07-19 03:30:02,5142
4579,2016-07-19 03:45:02,5142
4580,2016-07-19 04:00:02,5142
4581,2016-07-19 04:15:03,5141
4582,2016-07-19 04:30:02,5141
4583,2016-07-19 04:45:02,5140
4584,2016-07-19 05:00:03,5140
4585,2016-07-19 05:15:02,5140
4586,2016-07-19 05:30:02,5140
4587,2016-07-19 05:45:02,5139
4588,2016-07-19 06:00:02,5135
4589,2016-07-19 06:15:03,5116
4590,2016-07-19 06:30:02,5080
4591,2016-07-19 06:45:03,5023
4592,2016-07-19 07:00:02,4920
4593,2016-07-19 07:15:02,4769
4594,2016-07-19 07:30:02,4569
4595,2016-07-19 07:45:02,4347
4596,2016-07-19 08:00:02,4088
4597,2016-07-19 08:15:04,3806
4598,2016-07-19 08:30:21,3499
4599,2016-07-19 08:45:14,3170
4600,2016-07-19 09:00:10,2845
4601,2016-07-19 09:15:09,4411
4602,2016-07-19 09:30:05,4375
4603,2016-07-19 09:45:14,4324
4604,2016-07-19 10:00:02,1984
4605,2016-07-19 10:15:03,1846
4606,2016-07-19 10:30:02,1759
4607,2016-07-19 10:45:03,1604
4608,2016-07-19 11:00:02,1515
4609,2016-07-19 11:15:02,1402
4610,2016-07-19 11:30:02,1356
4611,2016-07-19 11:45:05,1310
4612,2016-07-19 12:00:05,1129
4613,2016-07-19 12:15:05,1260
4614,2016-07-19 12:30:02,1112
4615,2016-07-19 12:45:02,1001
4616,2016-07-19 13:00:02,0885
4617,2016-07-19 13:15:04,0858
4618,2016-07-19 13:30:02,0814
4619,2016-07-19 13:45:02,0791
4620,2016-07-19 14:00:04,0786
4621,2016-07-19 14:15:02,0767
4622,2016-07-19 14:30:02,0783
4623,2016-07-19 14:45:03,0805
4624,2016-07-19 15:00:02,0821
4625,2016-07-19 15:15:02,0833
4626,2016-07-19 15:30:02,0820
4627,2016-07-19 15:45:02,0827
4628,2016-07-19 16:00:03,0868
4629,2016-07-19 16:15:03,0958
4630,2016-07-19 16:30:03,1072
4631,2016-07-19 16:45:03,1178
4632,2016-07-19 17:00:02,1296
4633,2016-07-19 17:15:02,1393
4634,2016-07-19 17:30:02,1598
4635,2016-07-19 17:45:02,1789
4636,2016-07-19 18:00:03,2031
4637,2016-07-19 18:15:03,2237
4638,2016-07-19 18:30:02,2441
4639,2016-07-19 18:45:02,2632
4640,2016-07-19 19:00:02,2819
4641,2016-07-19 19:15:02,2982
4642,2016-07-19 19:30:03,3064
4643,2016-07-19 19:45:03,3181
4644,2016-07-19 20:00:02,3299
4645,2016-07-19 20:15:02,3444
4646,2016-07-19 20:30:02,3619
4647,2016-07-19 20:45:02,3723
4648,2016-07-19 21:00:03,3846
4649,2016-07-19 21:15:03,4014
4650,2016-07-19 21:30:03,4148
4651,2016-07-19 21:45:03,4313
4652,2016-07-19 22:00:02,4486
4653,2016-07-19 22:15:02,4698
4654,2016-07-19 22:30:02,4765
4655,2016-07-19 22:45:02,4777
4656,2016-07-19 23:00:02,4794
4657,2016-07-19 23:15:02,4811
4658,2016-07-19 23:30:03,4818
4659,2016-07-19 23:45:03,4821
4660,2016-07-20 00:00:03,4826
4661,2016-07-20 00:15:03,4828
4662,2016-07-20 00:30:03,4828
4663,2016-07-20 00:45:03,4827
4664,2016-07-20 01:00:02,4828
4665,2016-07-20 01:15:03,4828
4666,2016-07-20 01:30:03,4828
4667,2016-07-20 01:45:03,4827
4668,2016-07-20 02:00:03,4826
4669,2016-07-20 02:15:02,4828
4670,2016-07-20 02:30:02,4830
4671,2016-07-20 02:45:02,4830
4672,2016-07-20 03:00:03,4830
4673,2016-07-20 03:15:02,4830
4674,2016-07-20 03:30:03,4830
4675,2016-07-20 03:45:03,4830
4676,2016-07-20 04:00:02,4830
4677,2016-07-20 04:15:02,4830
4678,2016-07-20 04:30:02,4830
4679,2016-07-20 04:45:02,4830
4680,2016-07-20 05:00:03,4830
4681,2016-07-20 05:15:03,4829
4682,2016-07-20 05:30:02,4830
4683,2016-07-20 05:45:03,4826
4684,2016-07-20 06:00:02,4820
4685,2016-07-20 06:15:02,4807
4686,2016-07-20 06:30:02,4767
4687,2016-07-20 06:45:02,4701
4688,2016-07-20 07:00:02,4608
4689,2016-07-20 07:15:02,4484
4690,2016-07-20 07:30:03,4292
4691,2016-07-20 07:45:02,4052
4692,2016-07-20 08:00:03,3832
4693,2016-07-20 08:15:03,3520
4694,2016-07-20 08:30:03,3207
4695,2016-07-20 08:45:03,2883
4696,2016-07-20 09:00:03,2554
4697,2016-07-20 09:15:03,2193
4698,2016-07-20 09:30:08,1933
4699,2016-07-20 09:45:04,1705
4700,2016-07-20 10:00:03,1501
4701,2016-07-20 10:15:03,1311
4702,2016-07-20 10:30:03,1141
4703,2016-07-20 10:45:02,0994
4704,2016-07-20 11:00:03,0849
4705,2016-07-20 11:15:03,0688
4706,2016-07-20 11:30:11,0545
4707,2016-07-20 11:45:23,0442
4708,2016-07-20 12:00:06,0314
4709,2016-07-20 12:15:13,0177
4710,2016-07-20 12:30:08,0076
4711,2016-07-20 12:45:02,0000
4712,2016-07-20 13:00:05,0000
4713,2016-07-20 13:15:04,0000
4714,2016-07-20 13:30:03,0000
4715,2016-07-20 13:45:05,0000
4716,2016-07-20 14:00:04,0000
4717,2016-07-20 14:15:05,0000
4718,2016-07-20 14:30:05,1409
4719,2016-07-20 14:45:06,1391
4720,2016-07-20 15:00:05,1445
4721,2016-07-20 15:15:05,1459
4722,2016-07-20 15:30:05,1494
4723,2016-07-20 15:45:04,1542
4724,2016-07-20 16:00:04,1607
4725,2016-07-20 16:15:03,1684
4726,2016-07-20 16:30:03,1843
4727,2016-07-20 16:45:04,2040
4728,2016-07-20 17:00:04,2191
4729,2016-07-20 17:15:03,2330
4730,2016-07-20 17:30:03,2539
4731,2016-07-20 17:45:02,2752
4732,2016-07-20 18:00:03,2981
4733,2016-07-20 18:15:03,3206
4734,2016-07-20 18:30:03,3397
4735,2016-07-20 18:45:02,3598
4736,2016-07-20 19:00:02,3858
4737,2016-07-20 19:15:02,4002
4738,2016-07-20 19:30:02,4086
4739,2016-07-20 19:45:02,4111
4740,2016-07-20 20:00:02,4170
4741,2016-07-20 20:15:02,4189
4742,2016-07-20 20:30:02,4239
4743,2016-07-20 20:45:02,4288
4744,2016-07-20 21:00:02,4369
4745,2016-07-20 21:15:02,4456
4746,2016-07-20 21:30:03,4630
4747,2016-07-20 21:45:03,4772
4748,2016-07-20 22:00:03,4969
4749,2016-07-20 22:15:03,5172
4750,2016-07-20 22:30:07,5307
4751,2016-07-20 22:45:03,5393
4752,2016-07-20 23:00:02,5442
4753,2016-07-20 23:15:02,5483
4754,2016-07-20 23:30:02,5500
4755,2016-07-20 23:45:02,5499
4756,2016-07-21 00:00:03,5500
4757,2016-07-21 00:15:02,5498
4758,2016-07-21 00:30:02,5498
4759,2016-07-21 00:45:02,5500
4760,2016-07-21 01:00:02,5497
4761,2016-07-21 01:15:02,5499
4762,2016-07-21 01:30:02,4415
4763,2016-07-21 01:45:02,4416
4764,2016-07-21 02:00:03,4415
4765,2016-07-21 02:15:02,4415
4766,2016-07-21 02:30:02,4414
4767,2016-07-21 02:45:02,4415
4768,2016-07-21 03:00:02,4415
4769,2016-07-21 03:15:02,4415
4770,2016-07-21 03:30:02,4415
4771,2016-07-21 03:45:02,4415
4772,2016-07-21 04:00:02,4415
4773,2016-07-21 04:15:02,5497
4774,2016-07-21 04:30:02,5496
4775,2016-07-21 04:45:02,5496
4776,2016-07-21 05:00:02,5496
4777,2016-07-21 05:15:02,5497
4778,2016-07-21 05:30:02,5497
4779,2016-07-21 05:45:02,5497
4780,2016-07-21 06:00:02,5493
4781,2016-07-21 06:15:02,5479
4782,2016-07-21 06:30:02,5444
4783,2016-07-21 06:45:02,5378
4784,2016-07-21 07:00:02,5276
4785,2016-07-21 07:15:02,5128
4786,2016-07-21 07:30:02,4946
4787,2016-07-21 07:45:02,4698
4788,2016-07-21 08:00:02,4434
4789,2016-07-21 08:15:03,4125
4790,2016-07-21 08:30:03,3801
4791,2016-07-21 08:45:03,3483
4792,2016-07-21 09:00:03,3132
4793,2016-07-21 09:15:02,2837
4794,2016-07-21 09:30:02,2583
4795,2016-07-21 09:45:02,2366
4796,2016-07-21 10:00:02,2144
4797,2016-07-21 10:15:03,1952
4798,2016-07-21 10:30:03,1745
4799,2016-07-21 10:45:02,1575
4800,2016-07-21 11:00:02,1400
4801,2016-07-21 11:15:02,1231
4802,2016-07-21 11:30:02,1088
4803,2016-07-21 11:45:02,0914
4804,2016-07-21 12:00:03,0778
4805,2016-07-21 12:15:03,0671
4806,2016-07-21 12:30:04,0554
4807,2016-07-21 12:45:02,0457
4808,2016-07-21 13:00:03,0358
4809,2016-07-21 13:15:04,0286
4810,2016-07-21 13:30:02,0216
4811,2016-07-21 13:45:02,0095
4812,2016-07-21 14:00:02,0034
4813,2016-07-21 14:15:03,0774
4814,2016-07-21 14:30:02,0709
4815,2016-07-21 14:45:02,0725
4816,2016-07-21 15:00:02,0702
4817,2016-07-21 15:15:02,0664
4818,2016-07-21 15:30:03,0693
4819,2016-07-21 15:45:02,0725
4820,2016-07-21 16:00:03,0790
4821,2016-07-21 16:15:02,0915
4822,2016-07-21 16:30:02,1047
4823,2016-07-21 16:45:02,1215
4824,2016-07-21 17:00:03,1419
4825,2016-07-21 17:15:03,1620
4826,2016-07-21 17:30:02,1944
4827,2016-07-21 17:45:02,2231
4828,2016-07-21 18:00:02,2450
4829,2016-07-21 18:15:02,2683
4830,2016-07-21 18:30:02,2887
4831,2016-07-21 18:45:02,3037
4832,2016-07-21 19:00:02,3204
4833,2016-07-21 19:15:02,3379
4834,2016-07-21 19:30:02,3574
4835,2016-07-21 19:45:02,3767
4836,2016-07-21 20:00:03,3919
4837,2016-07-21 20:15:03,4039
4838,2016-07-21 20:30:03,4110
4839,2016-07-21 20:45:03,4199
4840,2016-07-21 21:00:03,4308
4841,2016-07-21 21:15:02,4402
4842,2016-07-21 21:30:04,4576
4843,2016-07-21 21:45:02,4735
4844,2016-07-21 22:00:03,4945
4845,2016-07-21 22:15:02,5140
4846,2016-07-21 22:30:02,5253
4847,2016-07-21 22:45:02,5343
4848,2016-07-21 23:00:03,5408
4849,2016-07-21 23:15:03,5434
4850,2016-07-21 23:30:02,5474
4851,2016-07-21 23:45:02,5471
4852,2016-07-22 00:00:02,5464
4853,2016-07-22 00:15:02,5477
4854,2016-07-22 00:30:02,5468
4855,2016-07-22 00:45:02,5473
4856,2016-07-22 01:00:03,5472
4857,2016-07-22 01:15:02,5480
4858,2016-07-22 01:30:03,5487
4859,2016-07-22 01:45:02,5492
4860,2016-07-22 02:00:03,5497
4861,2016-07-22 02:15:02,5499
4862,2016-07-22 02:30:06,5500
4863,2016-07-22 02:45:03,5500
4864,2016-07-22 03:00:03,5496
4865,2016-07-22 03:15:02,5500
4866,2016-07-22 03:30:02,5498
4867,2016-07-22 03:45:02,5500
4868,2016-07-22 04:00:02,5500
4869,2016-07-22 04:15:02,5500
4870,2016-07-22 04:30:03,5499
4871,2016-07-22 04:45:03,5500
4872,2016-07-22 05:00:02,5500
4873,2016-07-22 05:15:02,5498
4874,2016-07-22 05:30:02,5496
4875,2016-07-22 05:45:03,5495
4876,2016-07-22 06:00:02,5491
4877,2016-07-22 06:15:02,5481
4878,2016-07-22 06:30:02,5449
4879,2016-07-22 06:45:03,5391
4880,2016-07-22 07:00:02,5281
4881,2016-07-22 07:15:02,5151
4882,2016-07-22 07:30:03,4950
4883,2016-07-22 07:45:03,4710
4884,2016-07-22 08:00:02,4452
4885,2016-07-22 08:15:02,4151
4886,2016-07-22 08:30:04,3824
4887,2016-07-22 08:45:02,3439
4888,2016-07-22 09:00:02,3420
4889,2016-07-22 09:15:02,3067
4890,2016-07-22 09:30:03,2829
4891,2016-07-22 09:45:03,2574
4892,2016-07-22 10:00:03,2335
4893,2016-07-22 10:15:03,2410
4894,2016-07-22 10:30:02,2183
4895,2016-07-22 10:45:03,1954
4896,2016-07-22 11:00:02,1752
4897,2016-07-22 11:15:02,1557
4898,2016-07-22 11:30:03,1384
4899,2016-07-22 11:45:03,1244
4900,2016-07-22 12:00:03,1122
4901,2016-07-22 12:15:03,1011
4902,2016-07-22 12:30:03,0977
4903,2016-07-22 12:45:04,0907
4904,2016-07-22 13:00:02,0927
4905,2016-07-22 13:15:02,0831
4906,2016-07-22 13:30:03,0821
4907,2016-07-22 13:45:02,0811
4908,2016-07-22 14:00:02,0792
4909,2016-07-22 14:15:02,0766
4910,2016-07-22 14:30:02,0720
4911,2016-07-22 14:45:03,1807
4912,2016-07-22 15:00:02,1758
4913,2016-07-22 15:15:04,1742
4914,2016-07-22 15:30:04,1765
4915,2016-07-22 15:45:02,1736
4916,2016-07-22 16:00:03,1759
4917,2016-07-22 16:15:03,1843
4918,2016-07-22 16:30:03,2011
4919,2016-07-22 16:45:03,2181
4920,2016-07-22 17:00:03,2372
4921,2016-07-22 17:15:03,2521
4922,2016-07-22 17:30:04,2716
4923,2016-07-22 17:45:03,2936
4924,2016-07-22 18:00:06,3219
4925,2016-07-22 18:15:03,3422
4926,2016-07-22 18:30:02,3594
4927,2016-07-22 18:45:03,3718
4928,2016-07-22 19:00:02,3818
4929,2016-07-22 19:15:02,4011
4930,2016-07-22 19:30:03,4258
4931,2016-07-22 19:45:03,4395
4932,2016-07-22 20:00:06,4552
4933,2016-07-22 20:15:03,4658
4934,2016-07-22 20:30:03,4758
4935,2016-07-22 20:45:02,4875
4936,2016-07-22 21:00:02,5003
4937,2016-07-22 21:15:03,5155
4938,2016-07-22 21:30:02,5314
4939,2016-07-22 21:45:05,5500
4940,2016-07-22 22:00:03,5500
4941,2016-07-22 22:15:03,5500
4942,2016-07-22 22:30:02,5499
4943,2016-07-22 22:45:03,5500
4944,2016-07-22 23:00:02,5498
4945,2016-07-22 23:15:04,5499
4946,2016-07-22 23:30:04,5498
4947,2016-07-22 23:45:02,5500
4948,2016-07-23 00:00:04,5497
4949,2016-07-23 00:15:03,5500
4950,2016-07-23 00:30:03,5498
4951,2016-07-23 00:45:06,5499
4952,2016-07-23 01:00:04,5500
4953,2016-07-23 01:15:02,5499
4954,2016-07-23 01:30:03,5499
4955,2016-07-23 01:45:03,5499
4956,2016-07-23 02:00:03,5420
4957,2016-07-23 02:15:02,5400
4958,2016-07-23 02:30:03,5467
4959,2016-07-23 02:45:02,5499
4960,2016-07-23 03:00:02,5499
4961,2016-07-23 03:15:04,5498
4962,2016-07-23 03:30:02,5499
4963,2016-07-23 03:45:03,5498
4964,2016-07-23 04:00:02,5499
4965,2016-07-23 04:15:02,5499
4966,2016-07-23 04:30:02,5499
4967,2016-07-23 04:45:02,5499
4968,2016-07-23 05:00:03,5498
4969,2016-07-23 05:15:03,5499
4970,2016-07-23 05:30:02,5499
4971,2016-07-23 05:45:02,5499
4972,2016-07-23 06:00:02,5498
4973,2016-07-23 06:15:02,5495
4974,2016-07-23 06:30:02,5489
4975,2016-07-23 06:45:03,5489
4976,2016-07-23 07:00:02,5484
4977,2016-07-23 07:15:02,5475
4978,2016-07-23 07:30:02,5467
4979,2016-07-23 07:45:02,5451
4980,2016-07-23 08:00:02,5426
4981,2016-07-23 08:15:03,5385
4982,2016-07-23 08:30:02,5347
4983,2016-07-23 08:45:02,5292
4984,2016-07-23 09:00:02,5227
4985,2016-07-23 09:15:03,5151
4986,2016-07-23 09:30:03,5075
4987,2016-07-23 09:45:03,4966
4988,2016-07-23 10:00:02,4850
4989,2016-07-23 10:15:02,4682
4990,2016-07-23 10:30:03,4502
4991,2016-07-23 10:45:02,4302
4992,2016-07-23 11:00:04,4118
4993,2016-07-23 11:15:03,3959
4994,2016-07-23 11:30:07,3779
4995,2016-07-23 11:45:05,3642
4996,2016-07-23 12:00:03,3508
4997,2016-07-23 12:15:03,3402
4998,2016-07-23 12:30:03,3288
4999,2016-07-23 12:45:03,3178
5000,2016-07-23 13:00:03,3058
5001,2016-07-23 13:15:03,2987
5002,2016-07-23 13:30:03,2954
5003,2016-07-23 13:45:03,2837
5004,2016-07-23 14:00:03,2817
5005,2016-07-23 14:15:02,2757
5006,2016-07-23 14:30:02,2674
5007,2016-07-23 14:45:03,2621
5008,2016-07-23 15:00:03,2610
5009,2016-07-23 15:15:02,2602
5010,2016-07-23 15:30:02,2611
5011,2016-07-23 15:45:04,2587
5012,2016-07-23 16:00:03,2578
5013,2016-07-23 16:15:03,2523
5014,2016-07-23 16:30:03,2603
5015,2016-07-23 16:45:03,2649
5016,2016-07-23 17:00:06,2684
5017,2016-07-23 17:15:06,2716
5018,2016-07-23 17:30:02,2788
5019,2016-07-23 17:45:03,2891
5020,2016-07-23 18:00:03,2943
5021,2016-07-23 18:15:02,3052
5022,2016-07-23 18:30:03,3094
5023,2016-07-23 18:45:02,3180
5024,2016-07-23 19:00:04,3286
5025,2016-07-23 19:15:03,3395
5026,2016-07-23 19:30:03,3480
5027,2016-07-23 19:45:03,3559
5028,2016-07-23 20:00:03,3587
5029,2016-07-23 20:15:03,3649
5030,2016-07-23 20:30:03,3677
5031,2016-07-23 20:45:04,3725
5032,2016-07-23 21:00:04,3806
5033,2016-07-23 21:15:03,3900
5034,2016-07-23 21:30:03,4063
5035,2016-07-23 21:45:02,4250
5036,2016-07-23 22:00:04,4455
5037,2016-07-23 22:15:04,4759
5038,2016-07-23 22:30:03,4932
5039,2016-07-23 22:45:03,5020
5040,2016-07-23 23:00:03,5067
5041,2016-07-23 23:15:02,5103
5042,2016-07-23 23:30:05,5156
